Personal Opinion: DOBBS V. JACKSON (Group A),Court Ruling: DOBBS V. JACKSON (Group A),Personal Opinion: DOBBS V. JACKSON (GROUP B),Court Ruling: DOBBS V. JACKSON (Group B),Personal Opinion: ROE V. WADE,Court Ruling: ROE V. WADE,Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Personal Opinion: CARSON V. MAKIN (Group A),Court Opinion: CARSON V. MAKIN (Group A),Personal Opinion: CARSON V. MAKIN (Group B),Court Opinion: CARSON V. MAKIN (Group B),Personal Opinion: U.S. V. ZUBAYDAH (GROUP A),Court Ruling: : U.S. V. ZUBAYDAH (GROUP A),Personal Opinion: U.S. V. ZUBAYDAH (GROUP B),Court Ruling: U.S. V. ZUBAYDAH (GROUP B),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Personal Opinion: RAMIREZ V. COLLIER (Group A),Court Ruling: RAMIREZ V. COLLIER (Group A),Personal Opinion: RAMIREZ V. COLLIER (Group B),Court Ruling: RAMIREZ V. COLLIER (Group B),Personal Opinion: SHURTLEFF V. BOSTON (Group A),Court Ruling: SHURTLEFF V. BOSTON (Group A),Personal Opinion: SHURTLEFF V. BOSTON (Group B),Court Ruling: SHURTLEFF V. BOSTON (Group B),"Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)",Personal Opinion: BIDEN V. MISSOURI (Group A),Court Opinion: BIDEN V. MISSOURI (Group A),Personal Opinion: BIDEN V. MISSOURI (Group B),Court Opinion: BIDEN V. MISSOURI (Group B),Personal Opinion: WEST VIRGINIA V. EPA (Group A),Court Ruling: WEST VIRGINIA V. EPA (Group A),Personal Opinion: WEST VIRGINIA V. EPA (Group B),Court Ruling: WEST VIRGINIA V. EPA (Group B),Personal Opinion: TRUMP V. THOMPSON (Group A),Court Ruling: TRUMP V. THOMPSON (Group A),Personal Opinion: TRUMP V. THOMPSON (Group B),Court Ruling: TRUMP V. THOMPSON (Group B),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Personal Opinion: BIDEN V. TEXAS (Group A),Court Ruling: BIDEN V. TEXAS (Group A),Personal Opinion: BIDEN V. TEXAS (Group B),Court Ruling: BIDEN V. TEXAS (Group B),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group A),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group A),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group B),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group B),Typical Court Votes,Justice Tenure,Last Say in Conflict of Meaning,Justice Selection,Current Chief Justice,Most Recent Justice,Republican Appointed Justices,Appointing President Partisanship Effects,How much do you approve of the performance of the Supreme Court?,Judges at odds with the people should be removed,U.S. Supreme Court is too independent,"If the U.S. Supreme Court started making a lot of decisions that most people disagree with, it might be better to do away with the Supreme Court altogether",The U.S. Supreme Court gets too mixed up in politics,The U.S. Supreme Court can be trusted to make right decisions,Respondent Ideology,Court Ideology,Increase Court Size,Limit Court Terms,Closeness to Ketanji Brown Jackson,Senate and Consideration to Nominees,Should Ketanji Brown Jackson be Approved,"Appropriateness of ""Shadow Docket"" Rulings",Political Interest,Most watched cable news network,Ideology - 3 categories,Ideology - 5 categories,Voter Registration Status,Voter Registration - 2 categories,Party ID - 3 categories,Party ID - 7 categories,2020 Turnout,2020 President Vote Post Election,Gender,Birth Year,Age,Age - 4 categories,Race,Race - 4 categories,Educational Attainment,Education - 4 categories,Marital Status,Children Under 18,State of Residence,Census Region,Area Type,Own or Rent Home,Employment status among non-students,Family income,Family Income - 3 categories,Military Household - I am,Military Household - Family,Military Household - I served previously,Military Household - Family served previously,Military Household - None,"Yes, I am","Yes, household member is",No,Volunteer Activities,Importance of Religion,Church Attendance,Born Again,Prayer Frequency,Affiliation,A/B Randomization,Questionnaire Start Time,Questionnaire End Time,Questionnaire Last Modified Time,Case ID,weight
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,2,4,5,6,4,2,5,5,5,3,1,89.0,80.0,5,5,2,2,2,1,1,5,3,4,1,1,2,7,1,2,1,1987.0,35.0,2,1,1,2,1,5,2,17,2,2,3,3,6,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2022-04-05 19:35:06.915000,2022-04-05 19:52:41.538000,2022-04-05 19:52:40.632000,1774583385.0,1.28675014266261
1,2,.,.,1,2,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,4,2,1,2,2,3,8,1,2,2,2,1,1,2,81.0,89.0,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1978.0,43.0,2,3,3,5,3,1,1,4,4,2,1,1,10,3,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2022-04-05 19:47:36.472000,2022-04-05 19:58:02.058000,2022-04-05 19:57:59.300000,1774593211.0,0.380306388758119
.,.,1,2,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,2,2,2,2,4,2,6,1,2,1,1,1,1,3,50.0,50.0,5,3,3,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1988.0,33.0,2,2,2,5,3,1,1,17,2,2,1,1,10,3,2,2,2,2,1,2,2,1,2,3,5,2,6,11,2,2022-04-05 19:40:10.121000,2022-04-05 20:04:09.395000,2022-04-05 20:04:03.627000,1774458265.0,0.759567024841788
.,.,2,2,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,5,1,3,1,1,1,9,1,1,1,1,1,1,1,99.0,97.0,1,1,1,1,1,2,1,1,3,5,1,1,2,7,1,1,2,1986.0,35.0,2,3,3,6,4,1,1,6,4,1,1,1,16,3,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2022-04-05 19:49:04.930000,2022-04-05 20:04:52.934000,2022-04-05 20:04:52.361000,1774594857.0,0.338374234699078
2,1,.,.,2,2,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,3,2,2,2,4,5,5,1,2,2,3,4,2,3,95.0,69.0,5,2,2,1,2,2,1,5,3,4,1,1,2,7,1,2,1,1982.0,39.0,2,1,1,2,1,6,2,48,3,4,1,4,3,1,2,2,2,1,2,2,1,2,2,2,4,2,4,2,1,2022-04-05 19:50:13.526000,2022-04-05 20:08:34.234000,2022-04-05 20:08:25.018000,1774427539.0,0.989933564628123
.,.,2,2,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,2,2,2,2,4,5,6,1,5,5,3,5,5,3,96.0,36.0,5,5,2,1,2,2,1,5,3,5,1,1,2,6,1,2,1,1992.0,29.0,1,3,3,6,4,5,2,6,4,2,3,4,13,3,2,2,2,2,1,2,2,1,2,1,7,2,3,2,2,2022-04-05 20:00:56.231000,2022-04-05 20:09:09.328000,2022-04-05 20:09:09.176000,1774577087.0,0.301617706635777
.,.,2,1,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,2,2,1,2,4,5,6,1,2,4,3,4,2,3,52.0,60.0,2,2,1,1,1,2,1,3,2,3,1,1,3,4,1,1,2,1986.0,35.0,2,2,2,5,3,5,2,10,3,2,3,6,97,4,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2022-04-05 19:39:04.269000,2022-04-05 20:10:44.555000,2022-04-05 20:10:40.422000,1774588439.0,0.508124721876717
.,.,1,1,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,1,2,1,2,4,5,5,1,2,1,1,3,2,2,84.0,60.0,5,1,2,1,2,2,1,5,3,4,1,1,2,7,1,2,1,1982.0,39.0,2,1,1,2,1,6,2,49,4,2,2,2,4,1,2,2,2,1,2,2,2,1,2,4,6,2,7,10,2,2022-04-05 19:25:33.808000,2022-04-05 20:12:35.704000,2022-04-05 20:12:34.987000,1774581547.0,1.04367771829908
1,1,.,.,1,1,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,1,1,1,1,1,7,1,1,1,1,1,1,1,5.0,3.0,1,1,1,2,1,1,1,3,1,1,1,1,2,7,1,2,1,1989.0,32.0,2,2,2,5,3,1,1,36,1,1,1,.,15,3,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2022-04-05 20:09:11.211000,2022-04-05 20:13:36.286000,2022-04-05 20:13:33.096000,1774576577.0,0.524475233590138
1,1,.,.,2,2,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,2,2,4,1,5,1,2,4,4,5,5,2,38.0,55.0,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1987.0,35.0,2,1,1,2,1,5,2,42,1,2,3,1,6,2,2,2,2,2,1,2,1,2,1,1,5,2,2,4,1,2022-04-05 19:57:20.669000,2022-04-05 20:14:51.407000,2022-04-05 20:14:49.277000,1774531219.0,1.31713531033997
2,2,.,.,1,1,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,3,1,3,1,1,2,8,1,1,1,1,1,1,1,100.0,100.0,1,1,2,1,1,2,1,2,3,5,1,1,2,7,1,2,1,1988.0,33.0,2,1,1,2,1,5,2,26,2,2,1,.,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,4,1,2022-04-05 20:10:41.562000,2022-04-05 20:15:12.018000,2022-04-05 20:15:11.513000,1774606801.0,1.28675014266261
1,2,.,.,2,1,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,2,2,4,5,4,2,3,3,3,4,2,3,40.0,60.0,3,2,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1988.0,33.0,2,2,2,2,1,5,1,26,2,1,1,1,97,4,2,2,2,2,1,2,2,1,2,3,5,2,1,11,1,2022-04-05 19:37:26.356000,2022-04-05 20:17:18.152000,2022-04-05 20:17:14.233000,1774585729.0,1.70377866744709
.,.,2,1,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,2,1,3,1,4,5,6,3,3,3,4,3,2,3,50.0,25.0,3,2,3,1,1,2,4,5,2,3,2,2,3,4,2,6,1,2002.0,19.0,1,1,1,2,1,5,2,47,3,4,3,4,8,2,2,2,2,2,1,2,2,1,1,1,5,2,2,2,2,2022-04-05 19:54:14.711000,2022-04-05 20:18:50.246000,2022-04-05 20:18:50.093000,1774596037.0,0.945560288826838
.,.,1,1,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,1,1,1,2,4,3,9,3,3,3,4,5,3,1,84.0,56.0,3,2,2,1,2,1,3,1,2,3,1,1,5,4,2,6,1,2000.0,22.0,1,2,2,1,1,2,2,4,4,3,2,.,97,4,2,1,2,2,2,2,2,1,1,2,4,2,1,4,2,2022-04-05 20:16:45.709000,2022-04-05 20:19:20.655000,2022-04-05 20:19:20.247000,1774604857.0,1.63653482589956
.,.,2,2,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,1,1,2,1,2,8,1,1,1,1,1,1,1,85.0,73.0,1,1,1,1,1,2,2,3,3,5,2,2,1,1,1,2,1,1985.0,37.0,2,2,2,5,3,5,2,36,1,1,2,.,6,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2022-04-05 20:18:56.265000,2022-04-05 20:26:52.560000,2022-04-05 20:26:48.571000,1774590629.0,0.615726684230804
.,.,1,2,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,4,2,2,2,2,1,7,3,3,3,3,3,3,4,3.0,81.0,3,3,1,1,2,2,3,5,1,1,1,1,1,1,1,1,2,1993.0,28.0,1,2,2,5,3,5,2,37,3,1,2,.,3,1,2,2,2,1,2,2,2,1,2,2,3,1,1,11,2,2022-04-05 20:16:39.401000,2022-04-05 20:28:07.851000,2022-04-05 20:28:07.685000,1774604909.0,0.440325951753918
2,2,.,.,1,1,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,2,2,4,5,5,3,3,3,2,3,2,2,72.0,54.0,2,2,3,1,2,2,3,5,3,4,1,1,3,4,1,2,1,1991.0,31.0,2,1,1,2,1,5,2,54,3,4,1,1,3,1,2,2,2,2,1,2,2,1,2,4,5,2,7,10,1,2022-04-05 19:39:34.265000,2022-04-05 20:29:47.278000,2022-04-05 20:29:46.320000,1774589203.0,0.967473673884502
.,.,1,1,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,2,1,2,1,2,3,10,5,4,5,5,5,5,5,89.0,71.0,2,4,2,1,1,2,3,2,1,1,1,1,2,7,1,2,2,1987.0,34.0,2,3,3,5,3,3,2,48,3,2,2,.,3,1,2,1,2,2,2,1,2,2,1,2,2,2,4,2,2,2022-04-05 20:27:39.572000,2022-04-05 20:31:14.233000,2022-04-05 20:31:07.716000,1774432223.0,0.281356821219436
.,.,2,2,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,3,3,3,2,4,1,2,3,2,2,4,2,3,2,52.0,56.0,2,2,3,1,1,2,2,1,2,3,3,2,2,6,1,1,1,1991.0,30.0,2,2,2,2,1,2,1,48,3,2,2,4,1,1,2,2,2,1,2,2,2,1,2,2,5,2,6,9,2,2022-04-05 20:13:26.492000,2022-04-05 20:31:22.613000,2022-04-05 20:31:22.486000,1774330323.0,1.35291378365033
2,2,.,.,1,1,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,3,2,3,4,1,5,3,2,3,3,3,3,3,84.0,64.0,3,3,2,1,2,2,2,2,3,4,1,1,2,7,1,2,1,2002.0,19.0,1,3,3,6,4,5,2,12,3,1,2,.,97,4,2,2,2,2,1,2,2,1,2,3,7,2,7,11,1,2022-04-05 20:28:19.008000,2022-04-05 20:37:46.723000,2022-04-05 20:37:46.568000,1774494927.0,0.286085911627513
.,.,2,1,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,2,2,2,2,4,5,6,1,3,2,5,2,1,3,51.0,89.0,2,2,3,1,1,1,2,5,2,3,3,2,2,6,2,6,2,1988.0,34.0,2,2,2,5,3,1,1,53,4,1,2,1,10,3,2,2,2,2,1,2,2,1,2,3,1,2,3,2,2,2022-04-05 20:36:45.126000,2022-04-05 20:43:23.748000,2022-04-05 20:43:21.003000,1774544071.0,0.999405646777695
1,2,.,.,1,1,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,5,1,3,1,2,1,3,3,2,3,2,4,3,3,80.0,74.0,4,2,2,2,2,1,7,2,2,3,1,1,1,2,1,1,2,1988.0,33.0,2,2,2,2,1,5,2,1,3,1,2,1,2,1,2,2,2,2,1,2,2,1,2,3,3,2,5,1,1,2022-04-05 18:07:21.010000,2022-04-06 02:02:06.867000,2022-04-06 02:02:01.743000,1774253611.0,1.36913818452907
1,1,.,.,1,1,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,2,3,2,4,5,8,1,1,5,4,1,5,1,99.0,98.0,1,1,2,1,2,2,1,4,3,5,1,1,2,7,2,6,1,1983.0,38.0,2,1,1,2,1,5,2,32,4,4,2,4,1,1,2,2,2,2,1,2,2,1,2,1,6,2,1,5,1,2022-04-05 18:08:18.227000,2022-04-05 23:48:02.445000,2022-04-05 23:48:01.890000,1774550131.0,1.61510109953905
2,1,.,.,1,1,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,3,1,1,1,4,2,4,1,1,2,2,1,1,1,86.0,95.0,1,2,1,2,1,2,1,1,3,5,1,1,2,7,1,2,2,1980.0,42.0,2,3,3,5,3,1,1,35,4,2,1,1,8,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2022-04-05 20:43:48.293000,2022-04-05 20:47:24.440000,2022-04-05 20:47:23.864000,1773669227.0,0.29663187075437
1,2,.,.,2,1,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,2,2,2,4,7,1,5,4,5,4,1,4,0.0,100.0,1,1,3,1,1,2,1,5,1,1,1,1,3,3,1,4,2,1993.0,28.0,1,3,3,5,3,5,2,6,4,1,2,1,8,2,2,2,2,2,1,2,2,1,1,4,6,2,6,9,1,2022-04-05 20:18:24.676000,2022-04-05 20:51:49.767000,2022-04-05 20:51:49.615000,1774559437.0,0.830219734007587
2,1,.,.,2,1,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,4,1,2,3,2,3,4,2,1,4,3,4,.,5,62.0,73.0,1,5,3,1,1,1,4,1,2,3,1,1,2,7,2,6,1,1990.0,31.0,2,2,2,5,3,1,2,40,3,1,2,.,14,3,2,1,1,2,2,2,2,1,2,4,6,1,4,5,1,2022-04-05 20:28:09.944000,2022-04-05 20:52:08.999000,2022-04-05 20:52:01.862000,1774564103.0,0.960159368627081
1,2,.,.,2,1,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,2,2,4,5,6,1,5,4,2,4,1,5,25.0,100.0,5,5,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1990.0,31.0,2,3,3,5,3,1,2,48,3,1,2,1,11,3,2,2,2,2,1,2,2,1,1,4,6,2,7,11,1,2022-04-05 20:46:47.579000,2022-04-05 20:54:32.847000,2022-04-05 20:54:30.048000,1774614783.0,0.304185710630854
.,.,2,1,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,2,2,2,2,4,5,6,2,3,4,5,5,2,2,47.0,63.0,5,2,1,1,1,2,1,5,2,3,2,2,3,3,2,6,1,1980.0,41.0,2,1,1,1,1,5,2,36,1,2,1,.,13,3,2,2,2,2,1,2,2,1,1,4,6,2,7,5,2,2022-04-05 20:44:11.595000,2022-04-05 20:54:54.081000,2022-04-05 20:54:51.970000,1774600471.0,1.09984411564352
.,.,2,2,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,3,2,1,2,1,1,4,3,3,3,4,2,2,2,38.0,68.0,4,3,3,1,1,1,2,5,1,2,1,1,1,2,2,6,1,1977.0,44.0,2,1,1,2,1,3,2,26,2,1,1,7,1,1,2,2,2,1,2,2,2,1,2,1,6,2,1,10,2,2022-04-05 20:40:13.496000,2022-04-05 20:55:08.406000,2022-04-05 20:55:04.114000,1774275919.0,1.92704572487194
1,2,.,.,1,1,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,2,2,4,1,4,2,1,3,3,4,3,2,50.0,60.0,2,3,1,1,1,2,3,4,4,6,1,1,1,2,1,1,1,2000.0,21.0,1,3,3,2,1,5,2,48,3,2,1,4,97,4,2,1,2,1,2,2,2,1,2,2,4,2,3,2,1,2022-04-05 20:25:15.703000,2022-04-05 21:02:06.909000,2022-04-05 21:02:06.767000,1774610391.0,1.08326384731579
.,.,2,2,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,1,1,2,1,3,5,1,3,3,3,1,1,3,33.0,96.0,1,3,3,1,1,2,2,3,4,6,1,1,3,4,1,1,2,1981.0,41.0,2,2,2,2,1,5,1,26,2,1,2,3,1,1,2,2,2,1,1,2,2,1,2,2,6,2,3,11,2,2022-04-05 20:09:51.769000,2022-04-05 21:02:07.353000,2022-04-05 21:01:57.528000,1774549951.0,1.2226368004469
.,.,2,2,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,1,3,2,4,1,2,5,2,4,4,4,2,4,49.0,90.0,4,4,3,1,1,2,3,1,3,4,1,1,5,8,1,1,1,1978.0,43.0,2,1,1,2,1,5,2,34,1,3,2,1,3,1,2,2,2,2,1,2,2,1,2,2,5,2,7,11,2,2022-04-05 20:48:00.204000,2022-04-05 21:03:40.758000,2022-04-05 21:03:40.324000,1774461559.0,0.976061635604848
2,2,.,.,1,2,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,3,1,3,5,2,5,2,4,3,3,4,2,4,70.0,60.0,2,3,3,2,2,2,7,2,3,5,1,1,3,4,1,6,1,1998.0,23.0,1,2,2,5,3,5,2,29,2,3,2,4,13,3,2,2,2,2,2,2,1,2,2,2,1,2,8,1,1,2022-04-05 20:51:18.321000,2022-04-05 21:08:38.915000,2022-04-05 21:08:38.773000,1773845875.0,0.832972685127887
.,.,1,2,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,4,3,1,1,2,3,5,3,3,4,3,5,4,4,.,.,5,2,1,2,2,2,4,5,3,5,1,1,4,3,1,1,1,1990.0,31.0,2,3,3,1,1,5,2,34,1,4,1,.,10,3,2,2,1,2,2,2,2,1,2,3,6,2,6,2,2,2022-04-05 20:51:36.658000,2022-04-05 21:08:57.808000,2022-04-05 21:08:57.304000,1774623627.0,1.74434483984076
.,.,1,1,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,2,2,2,2,1,1,7,2,4,3,2,4,2,2,99.0,98.0,4,2,2,1,1,2,2,5,3,5,1,1,3,4,2,6,2,1986.0,35.0,2,3,3,5,3,4,1,5,3,2,1,1,7,2,2,2,1,1,2,2,2,1,1,3,5,2,5,1,2,2022-04-05 20:55:45.108000,2022-04-05 21:11:38.522000,2022-04-05 21:11:34.047000,1773926217.0,0.953091671954179
1,1,.,.,1,1,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,3,3,2,3,.,.,5,3,3,3,3,3,3,3,51.0,59.0,3,3,3,1,1,1,3,2,4,6,3,2,5,4,2,6,1,1998.0,24.0,1,1,1,2,1,1,2,6,4,3,2,4,97,4,2,2,2,2,1,2,2,1,2,1,4,2,6,12,1,2022-04-05 20:15:44.491000,2022-04-05 21:13:00.576000,2022-04-05 21:12:56.498000,1774607927.0,1.01636631450898
