Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,2,2,2,4,5,5,1,4,4,1,2,4,51.0,85.0,1,2,1,3,2,3,1,1,1,1,1,1,1,1959.0,62.0,3,3,3,4,2,1,2,12,3,3,1,5,8,2,.,.,1,.,.,.,.,1,2,4,6,2,8,12,1,2021-04-12 19:26:53.333000,2021-04-12 19:45:36.765000,2021-04-12 19:45:36.095000,1421672051.0,0.834670693257046
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,8,2,3,2,4,2,3,47.0,84.0,3,4,2,2,2,3,1,1,1,1,1,1,2,1957.0,63.0,3,2,2,2,1,1,2,24,3,2,1,7,15,3,.,.,.,1,.,.,.,1,2,1,2,1,1,1,1,2021-04-12 20:08:36.894000,2021-04-12 20:27:34.139000,2021-04-12 20:27:28.777000,1421701625.0,0.634027817804367
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,3,2,2,1,4,5,4,5,5,1,5,5,5,50.0,76.0,5,1,3,1,2,3,2,2,3,4,2,6,1,1966.0,54.0,3,1,1,2,1,5,2,56,4,1,1,3,2,1,.,.,.,1,.,.,.,1,2,4,6,2,7,9,2,2021-04-12 20:46:08.293000,2021-04-12 20:54:42.099000,2021-04-12 20:54:36.655000,1421727275.0,1.91544987218202
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,5,2,2,3,1,5,3,3,5,2,2,3,4,34.0,70.0,4,2,2,5,2,3,2,2,3,5,2,6,1,1962.0,58.0,3,1,1,2,1,1,2,26,2,2,1,6,3,1,.,.,.,1,.,.,.,1,2,2,5,2,2,1,2,2021-04-12 20:20:50.224000,2021-04-12 21:03:14.333000,2021-04-12 21:02:48.094000,1421714903.0,1.60125474514888
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,3,2,2,2,4,3,3,3,3,3,2,3,2,52.0,54.0,3,3,4,4,2,3,2,2,1,1,2,6,2,1950.0,71.0,4,1,1,2,1,4,2,36,1,2,2,2,5,1,.,.,.,.,1,1,.,.,2,1,5,2,2,1,1,2021-04-12 21:20:03.540000,2021-04-12 21:39:05.422000,2021-04-12 21:39:01.559000,1421768645.0,0.856206982997228
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,5,2,2,2,4,5,6,1,5,4,1,1,4,2.0,96.0,1,3,1,5,1,1,1,1,1,1,1,1,2,1965.0,55.0,3,2,2,2,1,3,2,4,4,2,1,4,97,4,.,.,.,.,1,.,.,1,2,4,6,2,7,9,2,2021-04-12 21:59:52.630000,2021-04-12 22:23:39.399000,2021-04-12 22:23:30.424000,1421319967.0,0.687803843078458
.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,3,2,2,3,3,3,4,3,3,2,2,4,2,76.0,56.0,2,2,3,2,1,2,1,1,1,1,1,1,2,1997.0,23.0,1,3,3,2,1,5,1,18,2,3,1,1,3,1,.,.,.,1,.,1,.,.,2,1,4,2,1,2,2,2021-04-12 22:24:03.231000,2021-04-12 22:28:33.583000,2021-04-12 22:28:32.685000,1421910483.0,1.18226835335125
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,1,2,2,4,5,5,1,3,5,1,1,1,9.0,9.0,1,1,1,3,1,1,1,1,3,3,1,6,1,1981.0,40.0,2,3,3,3,2,3,2,39,2,3,2,4,1,1,.,.,.,1,.,.,1,.,1,3,6,2,6,9,1,2021-04-12 22:27:39.105000,2021-04-12 22:39:44.262000,2021-04-12 22:39:40.738000,1421912117.0,1.96374797859326
.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,3,2,1,2,2,3,5,3,3,3,3,2,4,67.0,69.0,3,3,3,5,1,2,1,1,1,1,1,1,2,2001.0,19.0,1,3,3,2,1,5,2,17,2,2,1,1,3,1,.,.,.,.,1,.,.,1,2,2,4,1,3,2,2,2021-04-12 22:42:20.021000,2021-04-12 22:46:07.186000,2021-04-12 22:46:03.461000,1421918335.0,1.18226835335125
2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,4,1,1,2,2,3,2,2,3,2,2,1,1,66.0,58.0,5,3,2,2,2,3,3,2,2,7,2,6,2,1999.0,22.0,1,1,1,1,1,5,2,35,4,3,1,.,1,1,1,1,1,.,.,.,.,1,1,1,1,2,4,1,1,2021-04-12 22:40:38.065000,2021-04-12 22:56:27.867000,2021-04-12 22:56:17.289000,1420758171.0,1.29796928197214
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,3,2,2,3,3,1,6,2,3,3,3,3,3,52.0,53.0,3,3,7,1,4,6,2,2,5,8,2,6,2,1994.0,26.0,1,3,3,2,1,5,2,13,3,2,1,4,8,2,.,.,.,.,1,.,.,1,2,1,4,1,8,12,2,2021-04-12 23:08:01.770000,2021-04-12 23:15:49.666000,2021-04-12 23:15:41.038000,1421943231.0,2.72474977628718
1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,1,2,2,4,5,5,1,3,3,4,4,3,38.0,63.0,4,1,2,4,4,6,1,1,1,2,2,6,2,2002.0,19.0,1,3,3,2,1,5,2,6,4,2,1,.,8,2,.,.,.,.,1,.,1,.,1,1,2,2,5,2,1,2021-04-12 23:11:23.425000,2021-04-13 00:44:11.629000,2021-04-13 00:44:11.051000,1421946745.0,3.46539817427171
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,3,1,2,3,2,3,2,2,2,3,3,3,3,42.0,74.0,2,2,3,2,1,2,1,1,3,4,1,1,2,1988.0,32.0,2,2,2,2,1,1,1,36,1,1,1,.,10,3,2,2,1,2,2,2,2,1,1,2,3,1,4,5,1,2021-04-13 02:58:07.560000,2021-04-13 03:18:09.710000,2021-04-13 03:18:04.206000,1422175993.0,0.92829590701686
2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,4,5,6,4,5,2,4,5,5,82.0,60.0,5,4,2,2,3,5,2,2,2,6,1,2,2,1953.0,67.0,4,1,1,2,1,1,2,42,1,4,1,5,5,1,.,.,.,1,.,.,.,1,2,2,6,2,3,2,1,2021-04-13 03:09:21.601000,2021-04-13 03:24:04.046000,2021-04-13 03:24:03.370000,1422189669.0,1.17784675356698
2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,5,3,1,2,4,5,4,5,3,4,3,4,3,51.0,51.0,3,1,7,5,4,6,1,1,5,8,2,6,2,1977.0,43.0,2,3,3,2,1,2,2,35,4,1,1,2,3,1,.,.,.,.,1,.,.,1,2,1,1,1,3,11,1,2021-04-13 03:32:18.767000,2021-04-13 03:45:20.142000,2021-04-13 03:45:19.359000,1422215255.0,3.38130611970213
1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,1,2,1,4,1,1,4,2,1,2,4,51.0,87.0,2,3,1,3,1,2,1,1,1,1,1,1,2,1995.0,25.0,1,3,3,3,2,1,1,6,4,2,1,.,5,1,2,1,1,2,2,1,2,2,1,2,3,1,3,2,1,2021-04-13 05:01:37.201000,2021-04-13 05:04:45.839000,2021-04-13 05:04:43.269000,1422305491.0,0.77934178571687
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,4,2,2,2,4,5,7,1,1,3,3,1,2,1.0,90.0,2,3,1,5,1,1,1,1,3,3,1,1,2,2002.0,18.0,1,3,3,2,1,5,2,12,3,4,1,.,4,1,2,2,2,2,1,2,2,1,1,4,5,2,7,10,2,2021-04-13 03:02:33.988000,2021-04-14 18:43:27.865000,2021-04-14 18:43:27.311000,1422181333.0,1.09101750780532
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,4,1,2,2,4,1,6,2,3,3,3,3,3,50.0,50.0,3,2,3,5,2,3,1,1,5,8,2,6,2,1961.0,59.0,3,2,2,2,1,5,2,29,2,1,2,6,3,1,.,.,1,.,.,.,.,1,2,3,6,2,2,12,1,2021-04-13 04:26:21.539000,2021-04-13 05:41:30.237000,2021-04-13 05:41:08.159000,1422267941.0,1.44464249837134
1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,4,2,1,1,4,1,5,1,1,1,1,1,1,96.0,93.0,1,1,1,2,3,4,1,1,2,6,2,6,2,1993.0,27.0,1,3,3,3,2,2,2,48,3,3,1,1,5,1,1,.,.,.,.,1,.,.,1,1,1,2,2,1,1,2021-04-13 05:50:28.735000,2021-04-13 06:03:57.549000,2021-04-13 06:03:54.123000,1422344395.0,1.79418236126479
.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,2,1,2,1,3,5,8,1,3,1,2,2,2,93.0,90.0,2,2,2,3,3,5,1,1,2,7,1,2,2,1993.0,27.0,1,3,3,4,2,3,1,8,4,2,1,.,5,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2021-04-13 06:16:14.217000,2021-04-13 06:21:40.592000,2021-04-13 06:21:37.181000,1422379451.0,1.03508786671934
1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,3,3,3,2,5,2,5,3,3,3,3,3,3,55.0,54.0,3,3,3,5,1,1,1,1,1,1,2,6,2,1998.0,23.0,1,3,3,2,1,1,1,48,3,1,1,3,6,2,.,.,.,.,1,.,.,1,2,3,5,2,3,2,1,2021-04-13 06:33:51.423000,2021-04-13 06:46:16.914000,2021-04-13 06:46:15.986000,1422400543.0,2.72474977628718
1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,1,2,1,3,9,1,1,1,1,1,1,93.0,90.0,1,1,4,2,1,2,1,1,2,7,1,1,2,1992.0,28.0,1,3,3,4,2,1,2,6,4,1,1,.,11,3,1,.,.,.,.,1,.,.,1,4,5,2,6,11,1,2021-04-13 07:06:23.290000,2021-04-13 07:12:45.395000,2021-04-13 07:12:42.197000,1419228625.0,0.77934178571687
.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,.,2,.,.,1,1,3,1,1,1,1,3,9,1,4,3,3,3,3,88.0,80.0,2,2,1,2,3,4,1,1,1,1,2,6,2,1957.0,63.0,3,3,3,3,2,3,2,6,4,1,1,.,4,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2021-04-13 06:42:13.412000,2021-04-13 07:42:54.930000,2021-04-13 07:42:54.442000,1421499819.0,1.82721707114284
1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,5,2,2,2,4,5,5,3,4,4,3,3,5,40.0,80.0,4,1,1,3,2,3,2,2,3,4,2,6,1,1989.0,31.0,2,2,2,2,1,5,2,37,3,2,1,1,6,2,.,.,.,1,1,.,.,1,2,4,6,2,7,11,1,2021-04-13 08:59:12.069000,2021-04-13 09:33:01.835000,2021-04-13 09:32:57.620000,1422545483.0,1.74682821981805
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,3,2,2,2,4,5,8,1,2,2,1,2,3,52.0,71.0,2,2,1,1,2,3,1,1,1,1,1,1,2,1969.0,51.0,3,2,2,2,1,5,2,39,2,2,2,6,3,1,.,.,.,.,1,.,.,1,2,1,5,2,1,1,2,2021-04-13 12:09:13.382000,2021-04-13 12:32:48.599000,2021-04-13 12:32:45.708000,1421881547.0,0.687056824268863
2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,3,2,2,2,1,4,1,.,2,2,3,3,3,35.0,54.0,2,2,2,3,2,3,1,1,3,5,1,3,1,1990.0,30.0,2,3,3,2,1,1,2,36,1,1,2,.,3,1,2,2,1,2,2,2,1,2,1,2,4,1,3,6,1,2021-04-13 12:51:35.064000,2021-04-13 12:58:10.036000,2021-04-13 12:58:09.254000,1422383527.0,0.236434569409762
.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,2,1,1,2,3,2,2,5,3,2,2,1,5,.,.,2,3,4,3,2,3,1,1,1,2,1,2,1,1984.0,37.0,2,3,3,4,2,1,1,6,4,4,1,.,10,3,1,.,.,.,.,1,.,.,2,2,5,2,6,10,2,2021-04-13 12:57:13.079000,2021-04-13 13:02:00.260000,2021-04-13 13:01:55.015000,1422742193.0,1.0655656955282
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,5,2,1,1,4,4,7,2,2,3,3,2,2,51.0,65.0,2,3,3,3,2,3,1,1,1,1,1,1,2,1989.0,32.0,2,3,3,3,2,1,1,5,3,2,1,.,16,3,1,.,.,.,.,1,.,.,1,1,2,1,1,6,2,2021-04-13 12:58:14.224000,2021-04-13 13:15:57.492000,2021-04-13 13:15:51.809000,1421353915.0,0.700975800593793
.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,5,1,3,1,5,3,9,5,5,2,5,4,4,90.0,50.0,4,4,2,5,2,3,1,1,1,2,2,6,1,1990.0,30.0,2,2,2,2,1,5,1,45,3,1,3,4,97,4,2,2,2,2,1,2,2,1,2,2,5,2,3,12,2,2021-04-13 14:43:55.207000,2021-04-13 15:17:54.589000,2021-04-13 15:17:53.571000,1422812135.0,1.74682821981805
2,2,.,.,1,.,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,2,2,4,5,1,3,3,2,2,2,3,41.0,45.0,2,3,2,1,2,3,1,1,1,1,1,1,1,1986.0,34.0,2,2,2,1,1,5,2,6,4,1,2,3,3,1,.,.,.,.,1,.,.,1,1,2,3,2,3,1,1,2021-04-13 17:03:24.414000,2021-04-13 17:07:51.255000,2021-04-13 17:07:47.477000,1422935353.0,0.884240833035589
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,3,1,2,1,1,3,5,1,1,5,1,1,1,18.0,95.0,5,1,1,4,1,1,1,1,1,1,1,1,2,1979.0,42.0,2,2,2,2,1,1,1,13,3,4,2,2,1,1,.,.,.,1,.,.,.,1,2,1,2,1,1,1,2,2021-04-13 17:06:46.641000,2021-04-13 17:20:19.499000,2021-04-13 17:20:17.505000,1422950867.0,0.772578497231769
1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,4,2,2,1,4,5,6,2,3,3,2,2,2,27.0,69.0,2,3,2,1,2,3,2,2,1,2,2,6,2,2003.0,18.0,1,1,1,1,1,5,2,4,4,1,1,.,6,2,.,.,.,.,1,.,.,1,2,2,5,2,4,5,1,2021-04-13 17:18:56.484000,2021-04-13 17:24:05.738000,2021-04-13 17:24:05.170000,1422958687.0,1.29796928197214
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,1,1,2,1,4,6,3,3,2,3,3,3,35.0,61.0,3,4,1,2,2,3,1,1,1,1,1,1,2,1962.0,58.0,3,2,2,2,1,5,2,29,2,4,2,6,1,1,.,.,.,.,1,.,.,1,2,1,5,1,1,1,1,2021-04-13 17:10:08.169000,2021-04-13 17:24:06.050000,2021-04-13 17:22:00.323000,1422126429.0,0.687056824268863
2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,3,3,3,3,1,5,5,3,3,3,3,3,3,72.0,51.0,3,3,3,5,4,6,2,2,5,4,2,6,2,2002.0,18.0,1,1,1,2,1,5,2,18,2,3,2,.,97,4,.,.,.,.,1,.,.,1,2,1,7,2,2,12,1,2021-04-13 17:17:25.670000,2021-04-13 17:27:31.251000,2021-04-13 17:27:24.928000,1422588153.0,1.08506074839105
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,5,2,2,2,4,5,6,4,4,2,3,4,3,45.0,65.0,3,1,2,1,1,2,2,2,1,1,2,6,1,2002.0,18.0,1,1,1,3,2,5,2,34,1,2,2,.,12,3,.,.,.,.,1,.,.,1,2,4,6,2,7,11,2,2021-04-13 17:27:42.156000,2021-04-13 17:35:12.494000,2021-04-13 17:35:12.316000,1422959985.0,1.03517718024154
2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,3,3,2,2,1,4,3,3,5,3,3,4,3,73.0,44.0,4,2,3,5,3,4,1,1,2,6,1,3,2,1991.0,29.0,1,1,1,2,1,1,1,4,4,2,2,7,6,2,.,.,.,1,1,.,.,1,2,4,6,2,7,11,1,2021-04-13 17:26:56.140000,2021-04-13 17:38:56.842000,2021-04-13 17:38:55.685000,1422528723.0,0.216448901045419
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,6,4,3,3,1,2,3,51.0,90.0,2,1,1,3,2,3,2,2,1,2,2,6,2,1954.0,67.0,4,1,1,2,1,1,2,42,1,2,1,3,5,1,.,.,.,1,.,.,.,1,2,3,5,2,4,1,1,2021-04-13 17:21:36.588000,2021-04-13 17:40:13.777000,2021-04-13 17:40:09.087000,1422763165.0,0.856206982997228
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,1,2,2,1,4,7,3,2,3,3,2,2,62.0,41.0,2,2,2,5,2,3,2,2,3,4,2,6,1,2000.0,21.0,1,1,1,3,2,5,2,36,1,1,2,4,97,4,.,.,.,.,1,.,.,1,2,2,7,2,8,1,2,2021-04-13 17:39:10.162000,2021-04-13 17:41:17.073000,2021-04-13 17:41:16.941000,1422959995.0,1.03517718024154
1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,2,2,2,4,5,6,1,5,2,1,4,4,39.0,81.0,4,4,1,5,2,3,1,1,1,1,1,1,1,1970.0,51.0,3,3,3,2,1,1,1,6,4,2,1,1,10,3,.,1,1,.,.,.,.,1,2,4,5,2,6,11,1,2021-04-13 17:23:06.703000,2021-04-13 17:42:14.506000,2021-04-13 17:42:07.809000,1422959405.0,1.37509116900354
1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,3,2,2,2,4,5,6,1,1,4,2,1,1,9.0,78.0,3,1,1,5,1,2,2,2,3,3,2,6,2,2001.0,19.0,1,3,3,3,2,5,2,12,3,2,2,.,97,4,2,2,2,1,2,2,2,1,2,4,6,2,7,10,1,2021-04-13 17:33:14.271000,2021-04-13 17:44:50.329000,2021-04-13 17:44:49.753000,1422960005.0,1.79418236126479
.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,1,3,3,1,2,1,9,3,3,3,3,3,3,41.0,49.0,3,3,3,5,4,6,2,2,5,4,2,6,1,1983.0,37.0,2,1,1,2,1,1,2,8,4,1,2,3,3,1,.,.,.,.,1,.,.,1,2,4,6,2,7,11,2,2021-04-13 17:35:24.809000,2021-04-13 17:45:33.850000,2021-04-13 17:45:28.550000,1422964419.0,1.6971894195993
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,5,1,1,2,3,4,4,1,3,4,2,3,3,89.0,70.0,1,1,3,1,2,3,2,2,3,5,2,6,2,2003.0,18.0,1,1,1,1,1,5,2,48,3,1,2,.,9,2,.,.,.,.,1,.,.,1,1,2,2,2,4,2,2,2021-04-13 17:23:04.574000,2021-04-13 17:46:38.706000,2021-04-13 17:46:34.522000,1422959397.0,1.02055848500713
.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,5,3,3,2,3,4,5,3,3,3,3,3,3,50.0,50.0,3,3,4,5,4,6,2,2,5,8,2,6,2,2002.0,18.0,1,1,1,1,1,5,2,42,1,3,1,.,8,2,2,2,2,2,1,2,2,1,2,4,5,2,7,11,2,2021-04-13 17:37:13.139000,2021-04-13 17:46:40.387000,2021-04-13 17:46:38.599000,1422969135.0,0.936788504627204
.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,5,2,2,2,4,5,6,2,4,2,4,4,4,62.0,63.0,4,4,2,5,3,4,2,2,2,6,2,6,2,2003.0,18.0,1,1,1,2,1,5,2,53,4,2,1,.,9,2,.,.,.,.,1,.,.,1,1,2,3,2,2,1,2,2021-04-13 17:30:58.483000,2021-04-13 17:49:28.595000,2021-04-13 17:49:22.167000,1422961229.0,1.29796928197214
